BnR,PW,LR,LR_smooth
0.017271961545935133,0.017948204160309768,0.017977015632404822,0.017996490606126982
0.01798770259145921,0.01803136102231109,0.01829088726342342,0.01818919030851234
0.018722278927654656,0.017945626796548278,0.018292510030527984,0.018233227078076064
0.01789352613810058,0.018127608538021787,0.018189752509483476,0.018121324364556716
0.0177240085220558,0.018011944674076043,0.018161145365221888,0.018050740945783034
0.018703443636983064,0.018151262198145075,0.018427085256600372,0.018063117227608838
0.018025373172802617,0.018068126781075458,0.018056857573670367,0.018132039202914393
0.017818184975413986,0.018253154354104403,0.018223794128237183,0.018042766262335242
0.019287337647805325,0.018111525804818174,0.01815595079700562,0.01802443475757209
0.018816455381013286,0.017740696013693127,0.01829576721377788,0.018197954058245685
0.01757332619668217,0.017953103321487713,0.018218632349921403,0.01814909871186793
0.018044208463473987,0.01815692827943435,0.01833572894640325,0.018030713837262125
0.017950032010115802,0.018275591834569817,0.018148431305152878,0.018001247880466264
0.018345573114221247,0.01798448092212449,0.018130942517521797,0.018257154780006783
0.01766750265004058,0.018319826259826692,0.018094783347517615,0.018323945306563134
0.01938151410116351,0.01789612468688104,0.0181081259674238,0.018044708961783024
0.018383243695564655,0.018344386000069733,0.018217500462031824,0.018193653656050964
0.017705173231383764,0.017980554392905093,0.01830511663199734,0.01836768473154136
0.017761679103398764,0.018013804189378035,0.018263882745792843,0.01796619520181842
0.018176055498175803,0.017924838063451288,0.01826643221982001,0.018465120731719922
0.017403808580636726,0.018046640815558047,0.018192106509270806,0.0180004664510676
0.01793119671944421,0.018139421855319755,0.018233520700360915,0.017959111471326103
0.01783702026608558,0.018181126217142456,0.018187973604019435,0.01816053638167083
0.01710244392988991,0.01812814401421717,0.01814052888147751,0.01804717097444715
0.017347302708621726,0.018230619314299694,0.018242365898468095,0.01772996186829315
0.017931196719443987,0.01803280501553679,0.018111541366818425,0.017856598890394516
0.018458584858251248,0.018164056570042428,0.018233128517511746,0.018153889585240373
0.01781818497541421,0.01833659182377073,0.01818063834020845,0.01806366032282128
0.01857159660228147,0.018354969983480032,0.018314048257544784,0.01793545517236745
0.018119549626161024,0.01801599868758195,0.01823944362955712,0.018140631990277788
0.018270231951534432,0.018163681447648464,0.01827707302232894,0.018219209463105793
0.01778051439407058,0.018299017815399117,0.018191734664530092,0.018074250181716777
0.01842091427690784,0.017970048319393483,0.018248594859782582,0.018295571259823784
0.018797620090341693,0.01839167923798705,0.017997529623182365,0.018167246921021493
0.01783702026608558,0.018184478407982332,0.01807667336365151,0.017929571511501232
0.017686337940712393,0.018204638848739556,0.018199123401201018,0.0181298769406027
0.017497985033995356,0.01811547507445665,0.018243081400349623,0.018156086458495133
0.01747914974332354,0.01778788675670802,0.01820311360565377,0.01812235188515888
0.018383243695564433,0.01812991789061929,0.01840088573372435,0.01851197090274519
0.018006537882131024,0.01850677486928496,0.018391529986074896,0.0183034780700355
0.01898597299705851,0.018131872733008175,0.018228840555501623,0.018111927925950302
0.018251396660862618,0.01799074139519312,0.018052844892218315,0.018134999611042958
0.01772400852205558,0.01808548901937133,0.018130068197340716,0.018047026093778607
0.01862810247429625,0.017826283186988943,0.018259564025569646,0.018320011615974345
0.01836440840489284,0.01829075846666477,0.018256587118103115,0.01784884088147114
0.018251396660862618,0.017788968359914774,0.018176863800539206,0.017925167994224635
0.018251396660862618,0.018264031137242943,0.018241479544554778,0.017816881293647554
0.018270231951534655,0.01798211186077727,0.018174341744369348,0.018021912009261974
0.01830790253287784,0.018313733961292166,0.01810570697660799,0.018443444122111657
0.018232561370191025,0.018113624114559194,0.01822597920570144,0.018129948490584965
0.018025373172802395,0.018231100671440396,0.018275257256437957,0.018151062476508793
0.01766750265004058,0.01832051820434886,0.018199355716561966,0.018308745231801843
0.018213726079519432,0.018051782845184064,0.018263938380156327,0.01789749179517878
0.018759949508998286,0.01820032587644098,0.018086655495832795,0.01819646904028908
0.019098984741088287,0.018141462813292965,0.018093885415906626,0.0182733928468143
0.017855855556757616,0.018388773434085983,0.018260227086531598,0.017779875240872583
0.01836440840489284,0.018203437112919676,0.018242005392399167,0.018389623093264643
0.019400349391835547,0.017939740101105973,0.018117412833738702,0.018227392789160142
0.018232561370191025,0.018115354759283674,0.018180689338523758,0.018446689184415287
0.01779934968474217,0.018273085599289772,0.018328770826017388,0.018287447740555473
0.018345573114221025,0.018287661905433607,0.018139528102831745,0.018240654569564994
0.018063043754146024,0.018272219277746662,0.018128841730421688,0.018271565936396575
0.01853392602093784,0.018039858358440474,0.018201290120160387,0.018006560044992022
0.018967137706386916,0.01779664075906938,0.01812233386666943,0.01847870196530826
0.018383243695564433,0.018197348198905023,0.018069707954855393,0.018263790738773288
0.017648667359368764,0.018403027835000068,0.01816901242590699,0.017985846161754904
0.019325008229148732,0.0179437667963109,0.018171182350276354,0.01818535032426206
0.019230831775790325,0.01851750638509766,0.01812615887989871,0.018373083773036186
0.017818184975413986,0.018190144048615433,0.018220463883829138,0.0180433606870913
0.018515090730266248,0.018152982973603068,0.018234980701908616,0.018098897974590526
0.018646937764968063,0.01819602005704024,0.018087470679635276,0.017963399312238403
0.01742264387130854,0.018348483193559022,0.018108129950161558,0.01798956249066456
0.01874111421832625,0.017638182635606976,0.01822781679746311,0.018202305853621634
0.01778051439407058,0.017967996580584435,0.018324507762500847,0.018234432884075828
0.01892946712504351,0.01840837178676177,0.018243596747310176,0.018011026129060272
0.018138384916832617,0.018128182350252785,0.01827883916455156,0.01813693893588431
0.01776167910339921,0.018255223855199322,0.018254448804404116,0.018284776598073028
0.018872961253028286,0.01828191880984048,0.018289872029979257,0.018079215201715314
0.01704593805787491,0.01801666758964371,0.018233709709489076,0.01804161939641438
0.018797620090341915,0.018140643409417866,0.01822885868755996,0.01814572880767286
0.018063043754146024,0.01831927409654541,0.01816379329714288,0.018162670392951205
0.016857585151158094,0.01800551419027244,0.01812467446045837,0.018045154725280673
0.01768633794071217,0.01820770524600516,0.01824004220663689,0.01804813913952319
0.01819489078884784,0.018109043878150714,0.018170966723191077,0.018188268271988578
0.018439749567579655,0.018432331178612045,0.018288275112610743,0.018335800154032033
0.017328467417950355,0.018246754788118612,0.018300306565441127,0.01834871248153016
0.017441479161980356,0.017990199295580177,0.01830353986546183,0.0184327066039249
0.018458584858251026,0.01837750344487008,0.01819342810577333,0.018464160203051475
0.017196620383248318,0.018249252736361878,0.01818077462437048,0.018176248648163237
0.017874690847428987,0.018117061741111287,0.018068482717970895,0.018346668713136276
0.019117820031760324,0.018167583130490852,0.01799323568592511,0.018511021081542886
0.019080149450416917,0.01812756871985432,0.018247128283316684,0.018387213696082403
0.018025373172802395,0.018166895255050337,0.018085708017096254,0.017961668252831787
0.018270231951534655,0.01833873395650217,0.018295450989756684,0.017865467151221386
0.01815722020750421,0.0178781938975904,0.018180151591562967,0.01803938856559506
0.017554490906010356,0.01809357737978938,0.017936352746311966,0.01822641095854889
0.0177240085220558,0.018320770141121233,0.01833714545381116,0.018131798863064826
0.01819489078884784,0.01783448502980655,0.018131963660775487,0.018040114695691074
0.018854125962356694,0.01830123877152545,0.01816145371068277,0.018193716857923623
0.01774284381272717,0.018205064754450946,0.018183086915974703,0.01794265610890036
